powerTypes
PowerName,PowerID,OrderID,DevNotes,MissionTags,Priority,CastSoundEvent,HitSoundEvent,ItemHitSoundEvent,TargetMethod,ParentItem,OriginPower,IsAirPower,IsSignature,IsAntiair,SigModeSwapsMove,AoERadiusX,AoERadiusY,CenterOffsetX,CenterOffsetY,CastImpulseX,CastImpulseY,FireImpulseX,FireImpulseY,FireImpulseMaxX,ImpulseMaxOnDCOnly,SpeedLimit,SpeedLimitY,SpeedLimitAttack,SpeedLimitBackward,SpeedLimitAttackBackward,SelfImpulseOnHit,EndOnHit,CancelGravity,WallCancel,AllowMove,AllowRecoverMove,AllowJumpDuringRecover,AllowLeaveGround,AllowHitOnZeroDamage,AccelMult,BackwardAccelMult,TurnOffDampening,KeepGroundFriction,IgnoreGroundRestrict,DoNotBounceOffNoSlideCeiling,NoSlideCeilingBuffer,CastAnim,Hurtbox,CastTime,FixedRecoverTime,RecoverTime,AntigravTime,GCancelTime,IgnoreForcedFallTime,ShowCloudTime,CooldownTime,IgnoreCDOverride,OnHitCooldownTime,ShakeTime,DisableShake,OnlyShakeOnce,ShakeAllCams,FixedMinChargeTime,MinCancelTime,LoseInvulnTime,BaseDamage,VariableImpulse,FixedImpulse,MinimumImpulse,PostHitDamageMultiplier,PostHitImpulseMultiplier,ImpulseOffsetX,ImpulseOffsetY,ImpulseOffsetMaxX,ImpulseToPoint,ToPointChangeX,ToPointChangeY,ToPointChangeDmg,LockTo45Degrees,DownwardForceMult,MirrorImpulseOffset,MirrorOffsetCenter,IgnoreStrength,AcceptInput,HeldDirOffsets,DIMaxAngle,ImpulseOnHeavy,ItemSpeedDamage,ItemSpeedImpulse,ItemHitElasticity,AirTimeMultOnly,IsMultihit,MinTimeBetweenHits,InheritAlreadyHit,InterruptThreshold,CanDamageEveryone,CanAssist,ConsumesWeapon,FixedStunTime,HoldHitEnts,HoldOffsetX,HoldOffsetY,UpdateHeldEnts,DestroysItemOnHit,GrabInterpolateTime,GrabAnim,GrabAnimSpeed,GrabForceUpdate,Uninterruptable,CanChangeDirection,ComboName,ComboOverrideIfHit,ComboOverrideIfRelease,ComboOverrideIfWall,ComboOverrideIfButton,OriginOverrideIfInMode,ComboOverrideIfDir,ComboOverrideIfInterrupt,IgnoreButtonOnHit,IgnoreButtonOnMiss,ComboUseSameTargetPos,UseCollisionAsTargetPos,ComboUseTargetAsSource,ComboUseSameSourcePos,BGPowerOnFire,BGCastIdx,AllowBGInterrupt,PopulateActivePowerHits,PopulateBGHits,ExhaustedVersion,GCVersion,MomentumVersion,TeamTauntPower,AnimLayer,FXLayer,IsWorldCastGfx,CustomArtCastGfx,DelayCastGfxToFirstFire,DelayCastGFXCleanUp,CastAnimSource,DoNotSendSync,IsThrow,CannotAttackAroundCorners,ForceHitThroughSoftPlat,ForceFaceRight,CollisionPowerOffSetX,CollisionPowerOffSetY,CastGfx.AnimFile,CastGfx.AnimClass,CastGfx.AnimScale,CastGfx.FireAndForget,CastGfx.MoveAnimSpeed,CastGfx.FlipAnim,CastGfx.Tint,CastGfxRotation,IsWorldFireGfx,IsAttackFireGfx,CustomArtFireGfx,FireAnimSource,FireGfx.AnimFile,FireGfx.AnimClass,FireGfx.AnimScale,FireGfx.FireAndForget,FireGfx.MoveAnimSpeed,FireGfx.FlipAnim,FireGfx.Tint,FireGfxRotation,IsWorldHitGfx,OnlyOnceHitGfx,OwnerFacingHitGfx,PlayHitGfxBehind,HitAnimSource,HitReactAnim,HitGfx.AnimFile,HitGfx.AnimClass,HitGfx.AnimScale,HitGfx.FireAndForget,HitGfx.Tint
OrbSideHit,1075,20,Orb Side Light - combo on hit,,,,,,PBAoE,Orb,OrbSide,,,,,"25,25,26",25,"218,218,172","-15,-13,-19",,,"98~0,0,130~0~0",0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,OrbSLight,"0:1@9,0:1@10,0:2@11",,,,,,0,,,,,TRUE,,,,,,t1,0,1,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,25,,,,,,,,,,,,OrbSideHit2,,,,,,,,,,,,,,,,,,,,,,,TOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbSideHit2,1079,34,Orb Side Light - final send,,,,IMP_Orb_Play,,PBAoE,Orb,OrbSide,,,,,"52,80","54,80","163,80","-26,0",,,"0,160~0",0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,OrbSLight,"0@12,0:1@13",4,,,7,999,0,,,,,,,,,,,"1,0","4,0","45,0",,,,1300,-1700,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbSideMiss2,1080,34,Orb Side Light - recover on miss,,,,,,Nobody,Orb,OrbSide,,,,,0,0,0,0,,,"0,160~15",0,,,,,,,,,,,,,,,TRUE,,,,,,,,,,OrbSLight,"0:2@12,0:1@13",3,8@end14,,7,999,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbDown,1087,20,Orb Down Light - kick swipe attack,Orb,,WEP_Orb_Down_Play,IMP_Orb_Play,,PBAoE,Orb,,,,TRUE,,"80,80,29&31&36&15&15,22&25&29&34&33&23,27&35&27&24&16&30,32&24&15","80,80,28&21&19&12&10,26&25&18&15&12&17,28&35&31&31&17&24,15&16&15","80,80,138&94&42&-4&-23,161&149&94&56&28&124,92&133&155&152&143&71,56&90&119","80,80,-75&-87&-93&-97&-95,5&-23&-66&-81&-89&-52,110&90&58&17&-22&117,123&119&110",,,"80~0,91~31~31~21~11~11~11~11,70~10,10~10,10,10","0,-125~-60~-40~-30~-25~-20~-15~-15,-80~-3,-3~-3,-1~2~3,14~3~3","85~30,161~61~51~51~41~41~31~31,70~50,70~40,40,40",,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,AttackDown5,OrbDLight,"0:1@1,2:7@4-6,0:2@7,0:1@8,0:2@9,0:2@10",0,,,2,,10,10,,0,,,,,,,8,"0,0,13,13,13,13","0,0,15,15,15,15","0,0,60,60,60,60",,,,"600,600,600,600,800,800","-1250,-1250,-1250,-1250,1250,1250",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0,22,22,22,22",,,,,,,,,,,,OrbDownMiss,OrbDownHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbDownHit,1088,34,Orb Down Light - recover on hit,,,,,,Nobody,Orb,OrbDown,,,,,,,,,,,18,-2,40,,,,,,,,,,,,,,TRUE,,,,,,,,,,OrbDLight,0@11,5@end14,,,0,999,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbDownMiss,1089,34,Orb Down Light - recover on miss,,,,,,Nobody,Orb,OrbDown,,,,,0,0,0,0,,,18,2,40,,,,,,,,,,,,,,TRUE,,,,,,,,,,OrbDLight,0@11,1,18@end16,,0,999,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbAirUpHeavy,1090,38,Orb Recovery - rise and swirl attack,"Orb,Aerial",,WEP_Orb_Air_Up_Heavy_Play,IMP_Orb_Play,,PBAoE,Orb,,TRUE,,TRUE,,"22,33&28&25&15,79&46&18,20&22&20&15&15,27&43&26&15&15,24&21&20&15,25&53&23&15,18&19&21&15,27&31&50&15,24&21&20&15,39&22&15","44,21&20&17&15,15&15&50,39&27&26&15&15,24&25&21&15&15,46&15&15&15,25&22&24&15,41&22&16&15,18&22&28&15,42&15&15&15,22&24&15","-112,34&-6&-34&-59,22&28&96,-85&-73&-61&-48&-30,40&-3&-42&-67&-75,89&79&64&49,-30&25&79&94,-86&-76&-57&-40,-48&39&-9&-72,91&84&73&58,36&75&93","17,-103&-96&-84&-71,60&74&3,-35&5&22&47&61,-83&-95&-92&-85&-75,-4&-55&-73&-87,54&66&53&35,-36&7&37&57,-89&-83&-92&-77,-2&-49&-62&-79,69&54&35",,,"35,35,35,!,!,!,!,!,!,!,!","-61,!,!,!,!,!,!,!,!,!,!","65,65,65,!,!,!,!,!,!,!,!",,,,,,,,,,,TRUE,,,TRUE,,0.8,0.6,,,,,,AttackAirHeavy8,OrbRec,"8:5@4-5,0:1@6,0:2@7,0:1@8,0:2@9,0:1@10,0:2@11,0:1@12,0:2@13,0:1@14,0:2@15",1,22@end20,6,,,,14,,10,,,,,,,10,"0,17,17,17,17,17,17,17,17,17,17","0,44,44,44,42,42,42,42,40,40,40","0,75,75,75,67,67,67,67,60,60,60",,,,500,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,"0,35,35,34~33,32~31~30,29~28,27~26~25,25,25,25,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OrbAirUpHeavyExhaust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbAirUpHeavyExhaust,1091,38,Orb Recovery - exhausted version,,,WEP_Orb_Air_Up_Heavy_Play,IMP_Orb_Play,,PBAoE,Orb,OrbAirUpHeavy,TRUE,,TRUE,,"22,33&28&25&15,79&46&18,20&22&20&15&15,27&43&26&15&15,24&21&20&15,25&53&23&15,18&19&21&15,27&31&50&15,24&21&20&15,39&22&15","44,21&20&17&15,15&15&50,39&27&26&15&15,24&25&21&15&15,46&15&15&15,25&22&24&15,41&22&16&15,18&22&28&15,42&15&15&15,22&24&15","-112,34&-6&-34&-59,22&28&96,-85&-73&-61&-48&-30,40&-3&-42&-67&-75,89&79&64&49,-30&25&79&94,-86&-76&-57&-40,-48&39&-9&-72,91&84&73&58,36&75&93","17,-103&-96&-84&-71,60&74&3,-35&5&22&47&61,-83&-95&-92&-85&-75,-4&-55&-73&-87,54&66&53&35,-36&7&37&57,-89&-83&-92&-77,-2&-49&-62&-79,69&54&35",,,"20,25,!,!,!,!,!,!,!,!,!","!,!,!,!,!,!,!,!,!,!,!","40,40,!,!,!,!,!,!,!,!,!",,,,,,,,,,,TRUE,,,TRUE,,0.8,0.6,,,,,,AttackAirHeavy8,OrbRec,"8:5@4-5,0:1@6,0:2@7,0:1@8,0:2@9,0:1@10,0:2@11,0:1@12,0:2@13,0:1@14,0:2@15",1,22@end20,6,,,,14,,10,,,,,,,10,"0,17,17,17,17,17,17,17,17,17,17","0,44,44,44,42,42,42,42,40,40,40","0,75,75,75,67,67,67,67,60,60,60",,,,500,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,"0,35,35,34~33,32~31~30,29~28,27~26~25,25,25,25,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbAir,1092,43,Orb Neutral Air - upward attack,"Orb,Aerial",,WEP_Orb_Air_Neutral_Play,IMP_Orb_Play,,PBAoE,Orb,,TRUE,,TRUE,,"15&19&24&15&14&15,23&30&28&19&15&26,30","22&35&28&15&31&19,26&22&25&34&15&24,28","111&145&139&71&127&88,45&81&111&145&140&131,17","-78&-134&-173&-40&-105&-56,-197&-201&-191&-144&-109&-176,-193",,,"!,!,!",-20,,,,,,,,True,,,,TRUE,TRUE,,,,0.7,0.7,,,,,,AttackAir10,OrbNAir,"10:2@5,0:1@6,0:3@7-8",,,,,,,12,,9,,,,,,,7,"12,12,0","8,8,0","60,60,0",,,,300,-450,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,OrbAirMiss,OrbAirHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbAirHit,1093,44,Orb Neutral Air - recover on hit,,,,,,Nobody,Orb,OrbAir,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,OrbNAir,,2,8@12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbAirMiss,1094,45,Orb Neutral Air - recover on miss,,,,,,Nobody,Orb,OrbAir,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,0.7,0.7,,,,,,,OrbNAir,0@9,8,12@12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbAirSide,1095,20,Orb Side Air - first hit,"Orb,Aerial",,WEP_Orb_Air_Side_Play,IMP_Orb_Play,,PBAoE,Orb,,TRUE,,,,"25&26&28&40&24,27&42&27&15","27&25&23&16&18,28&48&25&15","226&195&166&116&78,193&211&201&177","-11&11&23&38&40,-75&-31&4&26",,,0,0,,,,,,,,TRUE,,,,TRUE,,,TRUE,,0.7,0.5,,,,,,AttackAirSide3,OrbSAir,"11:2@5,0:1@6",,,,,,,12,,9,,,,,,,8,6,0,80,,,,288,-50,,30,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,OrbAirSideMiss,OrbAirSideHit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact_Random_1_4,1,true,
OrbAirSideHit,1096,20,Orb Side Air - second strike on-hit,,,,IMP_Orb_Play,,PBAoE,Orb,OrbAirSide,TRUE,,,,"80,30&69&58,30&69,80,80","80,30&22&15,24&15,80,80","80,253&184&90,285&210,80,80","80,-36&-38&-43,-36&-37,0,0",,,20,0,,,,,,,,,,TRUE,,,TRUE,,TRUE,,0.7,0.5,,,,,,AttackAirSide3Hit,OrbSAir2,"0@1,12:2@6,0:2@7,0:6@8-10,0@11",2@end11,,,,,,,,,,,,,,,,"0,8,8,0,0","0,42,42,0,0","0,55,55,0,0",,,,1000,-150,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,[27]:Feet,SFX_Orb.swf,a_SwooshOAttackAirSide3HitIW,1,true,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbAirSideMiss,1115,20,Orb Side Air - recover on miss,,,,,,Nobody,Orb,OrbAirSide,TRUE,,,,,,,,,,,,,,36,,,36,,,,,,TRUE,,,TRUE,,0.62,0.5,,,,,,,OrbSAir,0:4@7,2,26@end17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbAirDown,1116,16,Orb Down Air - Startup into ground checks,"Orb,Aerial",,[1]WEP_Orb_Air_Down_Kick_Play,,,GroundPound,Orb,,TRUE,,,,,,,,,,!,!,,,,,,,,,,False,,,,,,,,,,,,,,AttackAirDown,OrbDAir,4:5@3,,0,,,,,14,,9,,,,,,6,10,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,OrbAirDownGroundCheck,,OrbAirDownLanded,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbAirDownLanded,1128,17,Orb Down Air - handspring if landed during startup,,,[3]WEP_Orb_Air_Down_Flip_Play,IMP_Orb_Play,,GroundCheck,Orb,OrbAirDown,TRUE,,,,10,10,"152,215",185,,,"60~28,!","-110~-20,-18",,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,AttackAirDownGrounded,OrbDAir2,"3:1@3,5",,,,,,,,,,,,,,,,,"0,1",0,"0,1",,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,OrbAirDownLandedFinish,,OrbAirDownFinishGround,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbAirDownGroundCheck,1129,17,Orb Down Air - close ground check,,,,,,GroundCheck,Orb,OrbAirDown,TRUE,,,,10,10,152,185,,,0,!,50,,,,,,,,,False,,,,,,,,,,,,,,,OrbDAir,3@6,,,,,,,,,,,,,,,,,1,0,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,OrbAirDownGroundCheck2,,OrbAirDownFinishGround2,OrbAirDownFinishWall,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbAirDownGroundCheck2,1130,17,Orb Down Air - mid ground check,,,,,,GroundCheck,Orb,OrbAirDown,TRUE,,,,10,10,240,248,,,0,!,50,,,,,,,,,False,,,,,,,,,,,,,,,OrbDAir,0@6,,,,,,,,,,,,,,,,,1,0,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,OrbAirDownGroundCheck3,,OrbAirDownFinishGround3,OrbAirDownFinishWall2,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbAirDownGroundCheck3,1131,17,Orb Down Air - far ground check,,,,,,GroundCheck,Orb,OrbAirDown,TRUE,,,,10,10,294,328,,,0,!,50,,,,,,,,,False,,,,,,,,,,,,,,,OrbDAir,0@6,,,,,,,,,,,,,,,,,1,0,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,OrbAirDownFinish,,OrbAirDownFinishGround4,OrbAirDownFinishWall3,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrbAirDownFinish,1132,17,Orb Down Air - attack (air),,,WEP_Orb_Air_Down_Play,IMP_Orb_Play,,RangedAoE,Orb,OrbAirDown,TRUE,,,,"10&22&18&20&15&17&15&15,27&20&15","10&22&29&26&23&24&19&29,25&23&15","248&243&215&195&172&153&133&235,269&252&236","260&257&213&182&153&121&93&244,293&266&242",,,!,!,,,,,,,,,,False,,,TRUE,,,,,,,,,,,,OrbDAir,"0:1@7,0:2@8",,,5,,,,,,,,,,,,,,14,36,55,,,,800,1000,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,OrbAirDownFinishRecover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,True,First:OffsetTarget,Animation_Orb.swf,a_IWFXAttackAirDown01,1,True,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbAirDownLandedFinish,1457,17,Orb Down Air - attack (air) Landed Finish,,,WEP_Orb_Air_Down_Play,IMP_Orb_Play,,RangedAoE,Orb,OrbAirDown,TRUE,,,,"17&17&17&16&16&18&21,27&20&15","21&25&25&22&20&21&18,25&23&15","238&216&194&173&154&134&243,273&258&242","240&211&183&152&123&93&256,281&262&238",,,!,!,,,,,,,,,,False,,,TRUE,,,,,,,,,,,,OrbDAir2,"0:1@5,0:2@6",,,,,,,,,,,,,,,,,14,36,55,,,,800,1000,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,OrbAirDownLandedFinishRecover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,True,First:OffsetTarget,Animation_Orb.swf,a_IWFXAttackAirDown01,1,True,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbAirDownFinishRecover,1470,17,Orb Down Air - recover after air attack,,,,,,Nobody,Orb,OrbAirDown,TRUE,,,,,,,,,,,,,,,,,,,,,False,,,TRUE,,,,,,,,,,,,OrbDAir,0,6,20@15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,[19]:Feet,SFX_Orb.swf,a_SwooshOAttackAirDownTeleportIW,1,True,,,,,,,,,,,,,,,
OrbAirDownLandedFinishRecover,1471,17,Orb Down Air - recover after handspring air attack,,,,,,Nobody,Orb,OrbAirDown,TRUE,,,,,,,,,,,,,,,,,,,,,False,,,TRUE,,,,,,,,,,,,OrbDAir2,0,6,20@14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,[19]:Feet,SFX_Orb.swf,a_SwooshOAttackAirDownTeleportIW,1,True,,,,,,,,,,,,,,,
OrbAirDownFinishGround,1133,17,Orb Down Air - attack (handspring),,,WEP_Orb_Air_Down_Bounce_Play,IMP_Orb_Play,,PathExplosion,Orb,OrbAirDown,TRUE,,,,"38&19&22,27&21&21&21&19,28&24&23","17&26&21,29&23&23&23&21,28&23&22","2&-40&-21,156&121&92&60&26,197&158&126","-15&-63&-39,-98&-78&-62&-44&-26,-124&-100&-81",,,!,!,,,,,,,,,,False,,,TRUE,,,,,,,,,,,,OrbDAir2,"0:1@5,0:2@6,0:1@7",5,18@13,,,,,,,,,,,,,,,"14,14,14",34,"50,50,50",,,,1000,-500,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,true,True,,,TargetPos,,,,,,,,Animation_Orb.swf,a_IWFXAttackAirDown04,1,True,,,,,true,,,[21]:Feet,SFX_Orb.swf,a_SwooshOAttackAirDownTeleportIW,1,true,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbAirDownFinishGround2,1134,17,Orb Down Air - attack (close ground),,,WEP_Orb_Air_Down_Bounce_Play,IMP_Orb_Play,,PathExplosion,Orb,OrbAirDown,TRUE,,,,"41&16&18,24&21&20&21&19&46,26&22&18","15&18&21,24&21&21&20&21&15,25&21&17","5&-39&-23,153&119&91&64&34&32,191&160&137","-17&-61&-39,-95&-74&-60&-41&-24&-15,-121&-98&-84",,,!,!,,,,,,,,,,False,,,TRUE,,,,,,,,,,,,OrbDAir,"0:1@7,0:2@8,0:1@9",5,18@15,,,,,,,,,,,,,,,"14,14,14",34,"50,50,50",,,,1000,-500,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,true,True,,,TargetPos,,,,,,,,Animation_Orb.swf,a_IWFXAttackAirDown04,1,True,,,,,true,,,[21]:Feet,SFX_Orb.swf,a_SwooshOAttackAirDownTeleportIW,1,true,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbAirDownFinishGround3,1367,17,Orb Down Air - attack (mid ground),,,WEP_Orb_Air_Down_Bounce_Play,IMP_Orb_Play,,PathExplosion,Orb,OrbAirDown,TRUE,,,,"42&20&17&15&15,28&39&27,26&24&22&15","19&23&23&20&15,23&15&15,20&18&17&15","8&-31&-46&-62&-70,90&46&63,127&101&82&70","-19&-50&-72&-97&-109,-62&-16&-34,-84&-65&-50&-43",,,!,!,,,,,,,,,,False,,,TRUE,,,,,,,,,,,,OrbDAir,"0:1@7,0:2@8,0:1@9",5,18@15,,,,,,,,,,,,,,,14,34,50,,,,1000,-500,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,true,True,,,TargetPos,,,,,,,,Animation_Orb.swf,a_IWFXAttackAirDown03,1,True,,,,,true,,,[21]:Feet,SFX_Orb.swf,a_SwooshOAttackAirDownTeleportIW,1,true,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbAirDownFinishGround4,1370,17,Orb Down Air - attack (far ground),,,WEP_Orb_Air_Down_Bounce_Play,IMP_Orb_Play,,PathExplosion,Orb,OrbAirDown,TRUE,,,,"23&20&20&19&17&16&43,63&21&15,41&28","23&21&20&20&16&20&17,20&25&15,20&28","-28&-49&-65&-82&-97&-114&10,24&33&-22,38&48","-43&-69&-93&-119&-142&-167&-16,-15&-28&-33,-15&-31",,,!,!,,,,,,,,,,False,,,TRUE,,,,,,,,,,,,OrbDAir,"0:1@7,0:2@8,0:1@9",5,18@15,,,,,,,,,,,,,,,14,34,50,,,,1000,-500,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,true,True,,,TargetPos,,,,,,,,Animation_Orb.swf,a_IWFXAttackAirDown02,1,True,,,,,true,,,[21]:Feet,SFX_Orb.swf,a_SwooshOAttackAirDownTeleportIW,1,true,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
OrbAirDownFinishWall,1371,17,Orb Down Air - attack (close wall),,,WEP_Orb_Air_Down_Bounce_Play,IMP_Orb_Play,,PathExplosion,Orb,OrbAirDown,TRUE,,,,"19&15&17,24&20&20&20&15,22&21&19","21&35&15,24&27&26&26&43,21&23&20","-28&-11&-42,-88&-65&-44&-23&-18,-114&-96&-77","-41&-15&-65,134&97&58&25&11,177&147&119",,,!,!,,,,,,,,,,False,,,TRUE,,,,,,,,,,,,OrbDAir,"0:1@7,0:2,0:1",5,18@15,5,,,,,,,,,,,,,,"14,14,14",34,"50,50,50",,,,"1000,-1000,-1000",1000,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,true,True,,,TargetPos,,,,,,,,Animation_Orb.swf,a_IWFXAttackAirDown07,1,True,,,,,true,,,[21]:Feet,SFX_Orb.swf,a_SwooshOAttackAirDownTeleportIW,1,true,,,,,TRUE,,,,TargetCenter,,SFX_HitReacts.swf,a_HitReact01,1,true,
